movie,reviewer,metascore,review_score,review_text,review_date,release_date,acclaim_rate,user_score,director,languages,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western,unknown,release_decade
Mommie Dearest,Janet Maslin,55.0,60,"Miss Dunaway gives the uncanny, meticulous Crawford imitation that is at the heart of Mommie Dearest. The movie itself has nothing like the brilliance of the impression, which is why it remains an impression and can't altogether rise to the level of a performance. But on its own terms Miss Dunaway's work here amounts to a small miracle, as one movie queen transforms herself passionately and wholeheartedly into another.",,1981-09-25,No score yet,,Frank Perry,English,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980s
"Life, Translated",Vincent Canby,,60,"Stuffed with plummy English accents and the most inauthentic classroom scenes since those of ""Billy Madison,"" Life, Translated has a childlike innocence that seems targeted toward a preteenage audience.",,2005-10-07,No score yet,,Agan,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000s
People Like Us,Stephen Holden,49.0,60,"If its tone is considerably tougher than that of movies adapted from Nicholas Sparks novels, it is still a grown-up soap opera. And as the overly determined plot progresses, it feels increasingly Sparks-like, although there are no dewy young lovebirds to swoon over.",2012-06-28,2012-06-29,Generally favorable reviews,63.0,Alex Kurtzman,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Victoria and Abdul,Glenn Kenny,57.0,60,In the shift from comedy to drama the movie goes wobbly.,2017-09-21,2017-09-22,Mixed or average reviews,58.0,Stephen Frears,English,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
The Great Gilly Hopkins,Neil Genzlinger,47.0,60,"The title character is a child, but two adult actors, Kathy Bates and Glenn Close, really give The Great Gilly Hopkins its considerable heart. This movie, though uneven, is affecting because of these two reliable stars.",2016-10-06,2016-10-07,Mixed or average reviews,53.0,Stephen Herek,English,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
The Brooklyn Brothers Beat the Best,Andy Webster,54.0,60,"Inner child? Open road? No, this film is actually about Mr. O'Nan and his wan, scruffy innocence.",2012-09-20,2012-09-21,No score yet,,Ryan O'Nan,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
The Decent One,Nicolas Rapold,55.0,60,The voice-over-driven readings and the illustrative footage — unwisely augmented with new sound effects — lack a fundamental filmic momentum.,2014-09-30,2014-10-01,No score yet,,Vanessa Lapa,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Janeane from Des Moines,Daniel M. Gold,,60,"With Ms. Wilson's rare talent for staying in character as the media circus swirls around her, Janeane From Des Moines is actually a commentary on the immense gap between a desperate citizen and the politics she had hoped might help her.",2012-10-12,2012-10-05,No score yet,,Grace Lee,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Battle for Haditha,Manohla Dargis,65.0,60,"Mr. Broomfield maintains a level of cool detachment throughout. That's to the good of the movie, which, though technically exemplary, falters dramatically on occasion, becoming dangerously close to overheated whenever the characters speak for any length.",,2008-05-07,Generally favorable reviews,74.0,Nick Broomfield,English,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000s
Flavors,Dave Kehr,46.0,60,"Bright, good-spirited and blissfully short.",,2004-07-16,Generally favorable reviews,74.0,Krishna D.K.,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
"Kiss Me, Guido",Elvis Mitchell,46.0,60,Manages to have playful comic ingenuity of its own.,,1997-07-18,Mixed or average reviews,43.0,Tony Vitale,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990s
The Family Fang,Manohla Dargis,67.0,60,"Mr. Bateman’s direction of the actors is especially sensitive in this and other tricky scenes, showing a delicacy with emotional textures that isn’t always matched by the story, especially when Annie and Baxter speak in therapeutic clichés.",2016-05-05,2016-04-29,Generally favorable reviews,68.0,Jason Bateman,English,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010s
Rosemary's Baby,,96.0,60,"Miss Farrow is quite marvelous, pale, suffering, almost constantly on-screen in a difficult role that requires her to be learning for almost two hours what the audience has guessed from the start...Everyone else is fine, but the movie—although it is pleasant—doesn't quite work on any of its dark or powerful terms.",,1968-06-12,Universal acclaim,91.0,Roman Polanski,English,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960s
Runaway Bride,Elvis Mitchell,39.0,60,"More often, the film is like a ride through a car wash: forward motion, familiar phases in the same old order and a sense of being carried along steadily on a well-used track. It works without exactly showing signs of life.",,1999-07-30,Mixed or average reviews,55.0,Garry Marshall,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990s
Holiday,Rachel Saltz,,60,"The action sequences mostly have tension and punch, even if the movie is old-school long — 2 hours 41 minutes — and the plot doesn’t bear too much scrutiny.",2014-06-16,2014-06-06,Universal acclaim,89.0,A.R. Murugadoss,Hindi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2010s
Absolute Power,Elvis Mitchell,52.0,60,"Eastwood directs a sensible-looking genre film with smooth expertise, but its plot is quietly berserk.",,1997-02-14,Generally favorable reviews,64.0,Clint Eastwood,English,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1990s
Pompeii,Miriam Bale,39.0,60,Mr. Anderson displays his mastery as a director in the sword-fighting scenes... But the glares and eye rolls that bookend these scenes are what make this film both GIF-ready and campy fun.,2014-02-20,2014-02-21,Mixed or average reviews,52.0,Paul W.S. Anderson,English,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010s
Altered States,Janet Maslin,58.0,60,"The film is in fine shape as long as it revels in its own craziness, making no claims on the viewer's reason. But when it asks you to believe that what you're watching may really be happening, and to wonder what it means, it is asking far too much.",,1980-12-25,No score yet,,Ken Russell,English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1970s
Maya the Bee Movie,Neil Genzlinger,49.0,60,"The film’s messages about friendship, acceptance and being yourself are clear enough for the young, and grown-ups can read the story as a warning about conformity and about going to war on false pretenses.",2015-04-30,2015-05-01,Generally unfavorable reviews,28.0,Alexs Stadermann,English,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Suicide Squad,A.O. Scott,40.0,60,"Suicide Squad is a so-so, off-peak superhero movie. It chases after the nihilistic swagger of “Deadpool” and the anarchic whimsy of “Guardians of the Galaxy” but trips over its own feet.",2016-08-03,2016-08-05,Generally favorable reviews,62.0,David Ayer,English,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2010s
Trudell,Jeannette Catsoulis,48.0,60,"No one in the film has a bad word to say about Mr. Trudell, despite his 17,000-page F.B.I. dossier; and by the time Robert Redford assures us that meeting him is not dissimilar to meeting the Dalai Lama, you may feel that all this worship does not do justice to an unusually stormy and complicated life.",,2006-02-24,No score yet,,Heather Rae,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
The Culture High,Daniel M. Gold,37.0,60,"Some of this seems like stoner’s paranoia, and some of the film’s talking heads, mainly comedians, don’t make the best advocates. Over all, though, its experts... argue forcefully for decriminalization.",2014-10-02,2014-10-03,Universal acclaim,86.0,Brett Harvey,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010s
They're Watching,Neil Genzlinger,39.0,60,"The storytelling becomes muddled in the middle, and the suspense doesn’t build as well as it ought to, but the winking undercurrent keeps the film watchable.",2016-03-24,2016-03-25,Generally favorable reviews,70.0,Jay Lender,English,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010s
A Tale of Two Sisters,Dana Stevens,65.0,60,"In a subversion of the usual horror-movie rhythm, the central secret is revealed about halfway through.",,2004-12-10,Universal acclaim,83.0,Ji-woon Kim,Korean,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2000s
Marina Abramovic: The Artist Is Present,A.O. Scott,74.0,60,"Like many other recent documentaries about artists, it is more celebratory than analytical, a kind of slick, extended promotional video for its subject.",2012-06-12,2012-06-13,Generally favorable reviews,77.0,Jeff Dupre,English,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Kevin Hart: Let Me Explain,Neil Genzlinger,53.0,60,"Fans will love it; their main complaint may be that it ends too soon. Amateur psychologists in the audience, meanwhile, may be asking why such a successful guy seems so defensive.",2013-07-02,2013-07-03,Generally favorable reviews,66.0,Leslie Small,English,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Bobbi Jene,Ken Jaworowski,52.0,60,"Enigmatic to an extreme, the documentary Bobbi Jene may interest viewers who are well versed in contemporary dance. All others are on their own.",2017-09-21,2017-09-22,No score yet,,Elvira Lind,English,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010s
Burning Man,Andy Webster,53.0,60,Burning Man benefits from the highly watchable Mr. Goode and able players like Rachel Griffiths and Kerry Fox.,2012-07-30,2012-08-03,Generally favorable reviews,65.0,Jonathan Teplitzky,English,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010s
"Run, Fatboy, Run",,48.0,60,"The kind of movie that’s apt to be dismissed a goofy lark. It is that. But it’s also a rare comedy that believes in its own message, and that could inspire the depressed and the demoralized to grit their teeth and keep running.",,2008-03-28,Generally favorable reviews,66.0,David Schwimmer,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2000s
Heartless,Manohla Dargis,58.0,60,"Best appreciated for its sustained creepy vibe and sporadically arresting images, Heartless moves from one outré moment to another, from one self-conscious allusion to the next (""Donnie Darko"" and ""Taxi Driver""). It doesn't go anywhere special or much of anywhere, though it goes there in appreciably icky style.",2010-12-12,2010-11-19,Mixed or average reviews,58.0,Philip Ridley,English,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000s
Unforgivable,Manohla Dargis,66.0,60,"Unforgivable isn't one of Mr. Téchiné's greatest achievements, but it's engrossing even when its increasingly populated story falters, tripped up by unpersuasive actions, connections and details.",2012-06-28,2012-06-29,Generally favorable reviews,68.0,André Téchiné,French,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Voyage of Time: The IMAX Experience,A.O. Scott,77.0,60,Mr. Malick presents these events as if he had drawn them not from his mind but from some repository of celestial memory. Which may be to say that Voyage of Time ultimately proves his point about the way the universe and human consciousness mirror each other. But it’s a point that might have been more powerful if he had left it unspoken.,2016-10-06,2016-10-07,Universal acclaim,92.0,Terrence Malick,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010s
The Universe of Keith Haring,Nathan Lee,61.0,60,A loving if routine primer on this bright young man.,,2008-10-24,No score yet,,Christina Clausen,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Against the Ropes,Dana Stevens,36.0,60,Some of the performances show flashes of idiosyncrasy and flair that are nearly snuffed out by the pedestrian script.,,2004-02-20,Overwhelming dislike,13.0,Charles S. Dutton,English,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2000s
Jane Wants a Boyfriend,Andy Webster,51.0,60,"The diagrammatic script, by Jarret Kerr, has wit but could sometimes use more nuance. But there are tasty performances.",2016-03-24,2016-03-25,Mixed or average reviews,40.0,William Sullivan,English,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010s
Cowboys & Angels,Anita Gates,51.0,60,"The coming-of-age story about the corruptions of the big city has been done a few thousand times, but at least this one offers a fresh mix of open-minded intelligence and a heartfelt point of view.",,2004-09-17,Generally favorable reviews,77.0,David Gleeson,English,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Detachment,Stephen Holden,52.0,60,"The shriller its didacticism, the more unhinged it becomes. But even at its most ludicrous - when it is shouting into your ear - its sheer audacity grabs your attention.",2012-05-17,2012-03-16,Generally favorable reviews,79.0,Tony Kaye,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Leap!,Ken Jaworowski,48.0,60,Leap! remains peppy as it sets its bar at a low-to-medium height then cheerfully clears it.,2017-08-23,2017-08-25,Generally favorable reviews,63.0,Eric Summer,English,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Blue Jay,Stephen Holden,69.0,60,"Nostalgia gives way to melodrama, and dramatic truth to soapy histrionics, and Blue Jay falters on a formulaic revelation about mistakes made and lessons learned too late.",2016-10-06,2016-10-07,Generally favorable reviews,78.0,Alexandre Lehmann,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Concussion,Nicolas Rapold,56.0,60,Ms. Passon ultimately seems to skirt some of the larger life questions hinted at along the way.,2013-10-03,2013-10-04,Generally favorable reviews,62.0,Stacie Passon,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Miss Julie,Stephen Holden,56.0,60,"Aside from the change of setting, Ms. Ullmann’s version is quite orthodox. Much more convincing than Mike Figgis’s 1999 screen adaptation, starring Saffron Burrows, it is a grueling slog through a hell of torment, cruelty and suffering.",2014-12-04,2014-12-05,Generally favorable reviews,71.0,Liv Ullmann,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Louder Than Bombs,A.O. Scott,70.0,60,"It is possible to admire the craft and sensitivity of Louder Than Bombs without quite believing it. The characters are so carefully drawn that they can feel smaller than life, and the dramatic space they inhabit has a curiously abstract feeling.",2016-04-07,2016-04-08,Generally favorable reviews,69.0,Joachim Trier,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Reality,Ben Kenigsberg,55.0,60,"Each narrative fissure further thwarts meaning. The most you can ask from a movie as nullifying as this one is that it offer wit and visual panache, which it does.",2015-04-30,2015-04-30,Generally favorable reviews,73.0,Quentin Dupieux,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
What to Expect When You're Expecting,A.O. Scott,41.0,60,"The overall mood is of warm reassurance, and some of it is even pretty funny.",2012-05-17,2012-05-18,Mixed or average reviews,55.0,Kirk Jones,English,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010s
Wind Chill,Andy Webster,52.0,60,"A moody, spooky tale, rendered with laudable economy.",,2007-04-27,Generally favorable reviews,70.0,Gregory Jacobs,English,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000s
John Wick: Chapter 2,Jeannette Catsoulis,75.0,60,"The plot matters only inasmuch as it allows the returning director, Chad Stahelski, to stage his spectacular fight sequences in various stunning Roman locations, where they unfold with an almost erotic brutality.",2017-02-09,2017-02-10,Universal acclaim,81.0,Chad Stahelski,English,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010s
Young Adam,Dana Stevens,67.0,60,"The narrative scheme, the brooding period atmosphere, the understated score (by David Byrne) and the precision of the acting also make the story seem more interesting than it is.",,2004-04-16,Generally favorable reviews,67.0,David Mackenzie,English,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000s
Trucker,Stephen Holden,61.0,60,Trucker sometimes feels like a performance in search of a movie.,,2009-10-09,Generally favorable reviews,75.0,James Mottern,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Warriors of Heaven and Earth,Ned Martel,54.0,60,The best case for Warriors is its cinematic time travels and its peek into the natural wildness of a long-closed countryside.,,2004-09-03,Mixed or average reviews,57.0,Ping He,Mandarin,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
The Villainess,Teo Bugbee,64.0,60,"It’s hard to enjoy the action when you witness its emotional cost, but once Sook-hee starts slashing goons from atop motorcycles, it’s equally impossible to root for the violence to stop.",2017-08-24,2017-08-25,Universal acclaim,81.0,Byung-gil Jung,Korean,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010s
Los Angeles Plays Itself,Dana Stevens,86.0,60,"Los Angeles Plays Itself, in spite of its length, is rarely tedious, an achievement it owes mainly to the movies it prodigiously excerpts.",,2004-07-28,Universal acclaim,82.0,Thom Andersen,English,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Cyrus,Manohla Dargis,74.0,60,"Cyrus is more finely tuned than their earlier movies (""The Puffy Chair,"" ""Baghead""), but it shares a similar, almost aggressive lack of ambition. John doesn't work hard and neither do the Duplasses, who don't want their audiences to break a sweat either. That's too bad, because Cyrus is more interesting and fun when you're recoiling at the effrontery of its comedy and not its conventionality.",,2010-06-18,Generally favorable reviews,62.0,Jay Duplass,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Drew: The Man Behind the Poster,Andy Webster,59.0,60,"At length, the cheerleading...becomes a mildly taxing torrent. And Mr. Struzan, while an agreeable presence, is not an especially engrossing speaker. But then there is his artwork, an essential aid to the movies — and often their superior.",2013-08-15,2013-08-16,Universal acclaim,85.0,Erik Sharkey,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Kisses,Stephen Holden,68.0,60,"Kisses may strike you as either ingeniously magical or insufferably cute, depending on your taste. But more than the story, which circles back on itself, the natural performances of its young stars, Shane Curry and especially Kelly O'Neill, nonprofessional actors, lend the movie a core of integrity.",,2010-07-16,Generally favorable reviews,67.0,Lance Daly,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
"10,000 km",A.O. Scott,75.0,60,"The director’s discipline is remarkable, and also a bit constricting.",2015-07-09,2015-07-10,Generally favorable reviews,76.0,Carlos Marques-Marcet,English,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010s
Goat,Glenn Kenny,64.0,60,The performances are conscientious and earnest.,2016-09-22,2016-09-23,Generally favorable reviews,70.0,Andrew Neel,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Herblock: The Black & the White,Nicolas Rapold,70.0,60,"It’s fortunate that the cartoons on display are such instantly satisfying works of popular genius, because, despite its subject, “Herblock” shows how even an edifying talking-heads documentary bumps up against the limitations of the format.",2013-08-15,2013-08-16,No score yet,,Michael Stevens,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
The Trials of Muhammad Ali,Nicolas Rapold,74.0,60,"The film falls short of explaining Mr. Ali, who, like many outspoken individuals, can stubbornly repel scrutiny, nor will it pacify the many who opposed his conscientious objections. But it also underlines one enduring quality: namely, that he probably couldn’t care less what people think.",2013-08-22,2013-08-23,No score yet,,Bill Siegel,English,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2010s
I Smile Back,Jeannette Catsoulis,59.0,60,Sarah Silverman burns through the indie drama “I Smile Back” without making the slightest move to gain our sympathy.,2015-10-22,2015-10-23,Generally favorable reviews,66.0,Adam Salky,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
The Twilight Saga: Breaking Dawn - Part 2,Manohla Dargis,52.0,60,"Despite the slow start Mr. Condon closes the series in fine, smooth style. He gives fans all the lovely flowers, conditioned hair and lightly erotic, dreamy kisses they deserve.",2012-11-15,2012-11-16,Mixed or average reviews,47.0,Bill Condon,English,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2010s
The Sheik and I,Jeannette Catsoulis,51.0,60,"Poking the bear of repression has consequences beyond Mr. Zahedi's immediate artistic goals, as this layered, intermittently fascinating documentary makes abundantly clear.",2012-12-07,2012-12-07,No score yet,,Caveh Zahedi,English,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Personal Tailor,Jeannette Catsoulis,,60,"Messy in parts and at least 15 minutes too long, Personal Tailor is also cunningly acted and lushly photographed (by Zhao Xiaoshi) in dazzling candy-bright colors.",2013-12-19,2013-12-20,Overwhelming dislike,13.0,Xiaogang Feng,Mandarin,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
What Dreams May Come,Stephen Holden,44.0,60,"What Dreams May Come, based on a novel by Richard Matheson and directed by Vincent Ward, the New Zealand filmmaker noted for his skill at creating lavish cinematic dreamscapes, represents the uncomfortable collision of two ideas about filmmaking, one commercial, the other eccentrically, ambitiously dreamy.",,1998-10-02,Generally favorable reviews,69.0,Vincent Ward,English,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990s
Tea with Mussolini,Stephen Holden,53.0,60,"Once you accept the notion that Tea With Mussolini aspires to be little more than a kind of British-Italian ''Steel Magnolias,'' with a patina of World War II-movie uplift, it becomes a pleasure to watch its stars shamelessly hamming it up.",,1999-05-14,Generally favorable reviews,74.0,Franco Zeffirelli,English,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990s
Formosa Betrayed,Stephen Holden,52.0,60,"Mr. Van Der Beek, manlier than in his “Dawson Creek” days, gives an able performance in a movie whose Asian actors tend to overplay the intrigue in an exaggerated 1940s style, exchanging sinister meaningful looks and, in general, hamming it up.",,2010-02-26,Generally favorable reviews,65.0,Adam Kane,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000s
Natural Resistance,Ben Kenigsberg,,60,"Mr. Nossiter’s main point is that traditional farming methods have become revolutionary in a country that, we’re told, has grown progressively less agrarian. Mr. Nossiter champions that activism in this mellow, unfocused film.",2015-04-30,2015-04-30,No score yet,,Jonathan Nossiter,Italian,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Turkey Bowl,Neil Genzlinger,52.0,60,"A quirky offering by Kyle Smith that does nothing more or less than show a touch-football game among friends. ""It's sort of interesting,"" you might find yourself saying, ""but is it a film?""",2011-06-02,2011-06-03,No score yet,,Kyle Smith,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010s
A Nightmare on Elm Street 3: Dream Warriors,Janet Maslin,49.0,60,"Freddy Krueger is the most talkative of slashers, and also the most creative. In A Nightmare on Elm Street 3: Dream Warriors, he displays a great debt to Dali in concocting surreal visions for his prey. When Freddy enters the dreams of his teen-age victims, ordinary objects become armed and dangerous.",,1987-02-27,Universal acclaim,81.0,Chuck Russell,English,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1980s
It's the Earth Not the Moon,Daniel M. Gold,,60,The film's leisurely pace seems to capture the rhythms of island life. Though often random in its organization - Mr. Tocha slides from contemplative seascapes and misty meadows to a slaughterhouse and the Corvo landfill - this portrait is still much more than a snapshot.,2012-07-12,2012-07-13,No score yet,,Gonçalo Tocha,Portuguese,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
The Happy Sad,Jeannette Catsoulis,49.0,60,The actors are so relaxed and personable that the film’s occasional glibness — and its over-reliance on coincidence to further the cross-pollinating narrative — is easy to let slide.,2013-08-15,2013-08-16,No score yet,,Rodney Evans,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
All the Little Animals,Stephen Holden,51.0,60,"Would seem hokey if it didn't have powerful, extraordinary central performances and cinematography that lends the English landscape around Cornwall a mythical cast.",,1999-09-03,Generally favorable reviews,78.0,Jeremy Thomas,English,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1990s
Time and Tide,A.O. Scott,60.0,60,"A woozy, disconnected piece of filmmaking about drugs, rock 'n' roll and the aftermath of sex.",,2001-05-04,Universal acclaim,86.0,Hark Tsui,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000s
Red Heat,Vincent Canby,61.0,60,"Red Heat is a topically entertaining variation on the sort of action-adventure nonsense that plays best on television. Mr. Hill's touch is heavy when he takes himself seriously. However, he has a real gift for instantly disposable fantasy.",,1988-06-17,Generally favorable reviews,76.0,Walter Hill,English,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1980s
Oldboy,A.O. Scott,49.0,60,"If you have seen the earlier version, you can occupy yourself with point-by-point comparisons. If not, you may find yourself swerving between bafflement and mild astonishment, wondering how a movie that works so hard to generate intensity and surprise can feel so routine and bereft of genuine imagination.",2013-11-26,2013-11-27,Mixed or average reviews,46.0,Spike Lee,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2010s
Appaloosa,A.O. Scott,64.0,60,"The movie's tolerant, good-humored view of its characters drains it of some dramatic intensity, but Mr. Harris seems more interested in piquant, offhand moments than in big, straining confrontations.",,2008-09-19,Mixed or average reviews,59.0,Ed Harris,English,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000s
